CNT	TIME	TIME_TICK	FPOGX	FPOGY	FPOGS	FPOGD	FPOGID	FPOGV	LPOGX	LPOGY	LPOGV	RPOGX	RPOGY	RPOGV	BPOGX	BPOGY	BPOGV	LPCX	LPCY	LPD	LPS	LPV	RPCX	RPCY	RPD	RPS	RPV	LEYEX	LEYEY	LEYEZ	LPUPILD	LPUPILV	REYEX	REYEY	REYEZ	RPUPILD	RPUPILV	CX	CY	CS	USER
59374	401.72400	3531028207112	0.51299	0.47636	401.56995	0.14755	1090	0	0.53473	0.40973	1	0.51637	0.41108	1	0.52555	0.41040	1	0.35043	0.27575	14.23712	1.07669	1	0.58938	0.26874	12.59287	1.07669	1	-0.04150	0.04835	0.72432	0.00312	1	0.02459	0.04952	0.71921	0.00309	1	0.50000	0.50000	0	
59375	401.73087	3531028275729	0.50285	0.49424	401.56995	0.14755	1090	0	0.50293	0.48232	1	0.48247	0.54191	1	0.49270	0.51211	1	0.35051	0.27569	14.29442	1.07669	1	0.58950	0.26891	12.80769	1.07669	1	-0.04150	0.04835	0.72432	0.00309	1	0.02459	0.04952	0.71921	0.00312	1	0.50000	0.50000	0	
59376	401.73764	3531028343520	0.49994	0.48574	401.56995	0.14755	1090	0	0.50914	0.43884	1	0.47913	0.49863	1	0.49414	0.46874	1	0.35070	0.27568	13.92537	1.07669	1	0.58958	0.26891	12.54984	1.07669	1	-0.04150	0.04835	0.72432	0.00316	1	0.02459	0.04952	0.71921	0.00317	1	0.50000	0.50000	0	
59377	401.74438	3531028410967	0.49849	0.48149	401.72400	0.02039	1091	1	0.50914	0.43884	1	0.47913	0.49863	1	0.49414	0.46874	1	0.35079	0.27578	14.06974	1.07669	1	0.58971	0.26888	12.85871	1.07669	1	-0.04178	0.04880	0.73112	0.00313	1	0.02483	0.04978	0.72307	0.00318	1	0.50000	0.50000	0	
59378	401.75079	3531028475072	0.50140	0.47770	401.72400	0.02679	1091	1	0.50663	0.44240	1	0.51939	0.48266	1	0.51301	0.46253	1	0.35086	0.27573	14.19546	1.07669	1	0.58980	0.26884	13.09255	1.07669	1	-0.04178	0.04880	0.73112	0.00315	1	0.02483	0.04978	0.72307	0.00320	1	0.50000	0.50000	0	
59379	401.75815	3531028548634	0.50415	0.47870	401.72400	0.03415	1091	1	0.51399	0.45805	1	0.52181	0.50939	1	0.51790	0.48372	1	0.35081	0.27578	14.04440	1.07669	1	0.58962	0.26909	13.37678	1.07669	1	-0.04178	0.04880	0.73112	0.00315	1	0.02483	0.04978	0.72307	0.00312	1	0.50000	0.50000	0	START_EXP
59380	401.76443	3531028611352	0.50611	0.47942	401.72400	0.04044	1091	1	0.51399	0.45805	1	0.52181	0.50939	1	0.51790	0.48372	1	0.35069	0.27576	14.23344	1.07669	1	0.58977	0.26897	13.07065	1.07669	1	-0.04150	0.04835	0.72432	0.00315	1	0.02483	0.04978	0.72307	0.00313	1	0.50000	0.50000	0	
59381	401.77081	3531028675206	0.50356	0.48200	401.72400	0.04681	1091	1	0.49444	0.51565	1	0.47701	0.48461	1	0.48573	0.50013	1	0.35054	0.27577	14.61045	1.07669	1	0.58953	0.26900	12.82085	1.07669	1	-0.04150	0.04835	0.72432	0.00317	1	0.02483	0.04978	0.72307	0.00316	1	0.50000	0.50000	0	
59382	401.77771	3531028744247	0.50158	0.47912	401.72400	0.05371	1091	1	0.48786	0.50892	1	0.48363	0.40322	1	0.48574	0.45607	1	0.35054	0.27570	14.42749	1.07669	1	0.58964	0.26899	13.36301	1.07669	1	-0.04150	0.04835	0.72432	0.00309	1	0.02483	0.04978	0.72307	0.00313	1	0.50000	0.50000	0	
59383	401.78421	3531028809139	0.50000	0.47682	401.72400	0.06021	1091	1	0.48786	0.50892	1	0.48363	0.40322	1	0.48574	0.45607	1	0.35047	0.27577	14.50551	1.07669	1	0.58946	0.26889	12.68949	1.07669	1	-0.04150	0.04835	0.72432	0.00309	1	0.02459	0.04952	0.71921	0.00313	1	0.50000	0.50000	0	
59384	401.79080	3531028875135	0.49720	0.46877	401.72400	0.06680	1091	1	0.46818	0.43158	1	0.47018	0.34490	1	0.46918	0.38824	1	0.35048	0.27573	14.44203	1.07669	1	0.58945	0.26888	12.63532	1.07669	1	-0.04150	0.04835	0.72432	0.00311	1	0.02459	0.04952	0.71921	0.00313	1	0.50000	0.50000	0	
59385	401.79764	3531028943613	0.49669	0.46916	401.72400	0.07364	1091	1	0.48913	0.47941	1	0.49321	0.46768	1	0.49117	0.47355	1	0.35045	0.27571	14.46190	1.07669	1	0.58959	0.26889	12.90280	1.07669	1	-0.04150	0.04835	0.72432	0.00316	1	0.02459	0.04952	0.71921	0.00316	1	0.50000	0.50000	0	
59386	401.80423	3531029009262	0.49627	0.46950	401.72400	0.08023	1091	1	0.48913	0.47941	1	0.49321	0.46768	1	0.49117	0.47355	1	0.35047	0.27578	14.52482	1.07669	1	0.58978	0.26887	13.05945	1.07669	1	-0.04150	0.04835	0.72432	0.00315	1	0.02483	0.04978	0.72307	0.00314	1	0.50000	0.50000	0	
59387	401.81094	3531029076592	0.49628	0.47155	401.72400	0.08694	1091	1	0.48941	0.50930	1	0.50340	0.48716	1	0.49641	0.49823	1	0.35052	0.27582	14.64329	1.07669	1	0.58964	0.26898	13.40166	1.07669	1	-0.04150	0.04835	0.72432	0.00314	1	0.02483	0.04978	0.72307	0.00315	1	0.50000	0.50000	0	
59388	401.81772	3531029144306	0.49656	0.47401	401.72400	0.09372	1091	1	0.49954	0.43927	1	0.50130	0.57749	1	0.50042	0.50838	1	0.35055	0.27575	14.61973	1.07669	1	0.58973	0.26878	12.92995	1.07669	1	-0.04150	0.04835	0.72432	0.00317	1	0.02483	0.04978	0.72307	0.00317	1	0.50000	0.50000	0	
59389	401.82428	3531029210017	0.49680	0.47616	401.72400	0.10028	1091	1	0.49954	0.43927	1	0.50130	0.57749	1	0.50042	0.50838	1	0.35057	0.27573	14.57963	1.07669	1	0.58979	0.26874	13.06678	1.07669	1	-0.04150	0.04835	0.72432	0.00317	1	0.02483	0.04978	0.72307	0.00319	1	0.50000	0.50000	0	
59390	401.83118	3531029278817	0.49627	0.47440	401.72400	0.10718	1091	1	0.48394	0.49515	1	0.49168	0.39755	1	0.48781	0.44635	1	0.35055	0.27572	14.65899	1.07669	1	0.58975	0.26882	13.16335	1.07669	1	-0.04150	0.04835	0.72432	0.00317	1	0.02483	0.04978	0.72307	0.00315	1	0.50000	0.50000	0	
59391	401.83771	3531029344169	0.49598	0.47545	401.72400	0.11371	1091	1	0.48469	0.45711	1	0.49742	0.52957	1	0.49106	0.49334	1	0.35049	0.27570	14.42168	1.07669	1	0.58946	0.26885	13.58338	1.07669	1	-0.04150	0.04835	0.72432	0.00316	1	0.02483	0.04978	0.72307	0.00310	1	0.50000	0.50000	0	
59392	401.84491	3531029416186	0.49572	0.47640	401.72400	0.12091	1091	1	0.48469	0.45711	1	0.49742	0.52957	1	0.49106	0.49334	1	0.35044	0.27563	14.33678	1.07669	1	0.58951	0.26878	13.74859	1.07669	1	-0.04150	0.04835	0.72432	0.00315	1	0.02459	0.04952	0.71921	0.00315	1	0.50000	0.50000	0	
59393	401.85117	3531029478744	0.49586	0.47542	401.72400	0.12717	1091	1	0.48933	0.46594	1	0.50776	0.44794	1	0.49855	0.45694	1	0.35046	0.27573	14.35313	1.07669	1	0.58954	0.26879	12.90559	1.07669	1	-0.04150	0.04835	0.72432	0.00315	1	0.02459	0.04952	0.71921	0.00315	1	0.50000	0.50000	0	
59394	401.85791	3531029546148	0.49659	0.47478	401.72400	0.13391	1091	1	0.47355	0.50109	1	0.54866	0.42278	1	0.51110	0.46193	1	0.35039	0.27583	14.56780	1.07669	1	0.58970	0.26862	13.25517	1.07669	1	-0.04150	0.04835	0.72432	0.00311	1	0.02459	0.04952	0.71921	0.00312	1	0.50000	0.50000	0	
59395	401.86447	3531029611797	0.49725	0.47420	401.72400	0.14047	1091	1	0.47355	0.50109	1	0.54866	0.42278	1	0.51110	0.46193	1	0.35044	0.27566	14.32985	1.07669	1	0.58975	0.26856	13.22794	1.07669	1	-0.04150	0.04835	0.72432	0.00317	1	0.02510	0.05059	0.73404	0.00310	1	0.50000	0.50000	0	
59396	401.87125	3531029679435	0.49686	0.47375	401.72400	0.14725	1091	1	0.48328	0.49679	1	0.49347	0.43125	1	0.48837	0.46402	1	0.35053	0.27577	14.67568	1.07669	1	0.58968	0.26853	13.01792	1.07669	1	-0.04150	0.04835	0.72432	0.00317	1	0.02510	0.05059	0.73404	0.00312	1	0.50000	0.50000	0	
59397	401.87799	3531029747067	0.49677	0.47153	401.72400	0.15399	1091	1	0.50022	0.44030	1	0.48909	0.40058	1	0.49466	0.42044	1	0.35056	0.27571	14.60239	1.07669	1	0.58975	0.26856	13.22794	1.07669	1	-0.04150	0.04835	0.72432	0.00315	1	0.02510	0.05059	0.73404	0.00310	1	0.50000	0.50000	0	
59398	401.88458	3531029813001	0.49669	0.46933	401.72400	0.16058	1091	1	0.50022	0.44030	1	0.48955	0.39246	1	0.49488	0.41638	1	0.35061	0.27569	14.53727	1.07669	1	0.58970	0.26846	13.12977	1.08696	1	-0.04150	0.04835	0.72432	0.00313	1	0.02592	0.05219	0.75640	0.00312	1	0.50000	0.50000	0	
59399	401.89130	3531029880145	0.49676	0.46994	401.72400	0.16730	1091	1	0.48611	0.48819	1	0.51086	0.48224	1	0.49848	0.48522	1	0.35048	0.27561	14.67467	1.08696	1	0.58958	0.26815	13.22642	1.09724	1	-0.04150	0.04835	0.72432	0.00320	1	0.02592	0.05219	0.75640	0.00305	1	0.50000	0.50000	0	
59400	401.89807	3531029947739	0.49801	0.46837	401.72400	0.17407	1091	1	0.50809	0.44636	1	0.55302	0.40872	1	0.53056	0.42754	1	0.35040	0.27573	14.18035	1.09724	1	0.58958	0.26830	13.26254	1.10751	1	-0.04150	0.04835	0.72432	0.00319	1	0.02592	0.05219	0.75640	0.00299	1	0.50000	0.50000	0	
59401	401.90472	3531030014267	0.49917	0.46678	401.72400	0.18073	1091	1	0.50762	0.43899	1	0.55302	0.40872	1	0.53032	0.42385	1	0.35023	0.27549	14.36974	1.10751	1	0.58922	0.26832	13.67417	1.10751	1	-0.04150	0.04835	0.72432	0.00325	1	0.02459	0.04963	0.71921	0.00310	1	0.50000	0.50000	0	
59402	401.91153	3531030082420	0.49950	0.46364	401.72400	0.18753	1091	1	0.51094	0.40204	1	0.50639	0.34954	1	0.50866	0.37579	1	0.35029	0.27543	14.26017	1.10751	1	0.58907	0.26829	13.23212	1.09724	1	-0.04150	0.04835	0.72432	0.00319	1	0.02459	0.04963	0.71921	0.00311	1	0.50000	0.50000	0	
59403	401.91818	3531030148787	0.49974	0.46214	401.72400	0.19418	1091	1	0.51063	0.43376	1	0.50306	0.40364	1	0.50684	0.41870	1	0.35019	0.27550	14.29255	1.09724	1	0.58904	0.26820	13.27042	1.08696	1	-0.04150	0.04835	0.72432	0.00322	1	0.02459	0.04963	0.71921	0.00318	1	0.50000	0.50000	0	
59404	401.92496	3531030216621	0.50669	0.43660	401.72400	0.19418	1091	0	0.51107	0.44125	1	0.50248	0.41165	1	0.50678	0.42645	1	0.34999	0.27552	14.31604	1.08696	1	0.58904	0.26808	13.39291	1.07669	1	0.00000	0.00000	0.00000	0.00325	0	0.02464	0.04994	0.72376	0.00316	1	0.50000	0.50000	0	
59405	401.93152	3531030282329	0.49604	0.45382	401.72400	0.19418	1091	0	0.50090	0.45357	1	0.46987	0.48850	1	0.48539	0.47103	1	0.34978	0.27535	14.32143	1.07669	1	0.58906	0.26825	13.36035	1.07669	1	0.00000	0.00000	0.00000	0.00332	0	0.02464	0.04994	0.72376	0.00308	1	0.50000	0.50000	0	
59406	401.93832	3531030350213	0.50238	0.45628	401.72400	0.19418	1091	0	0.51369	0.41222	1	0.51642	0.51020	1	0.51505	0.46121	1	0.34990	0.27531	14.59251	1.07669	1	0.58901	0.26806	13.51548	1.07669	1	0.00000	0.00000	0.00000	0.00332	0	0.02464	0.04994	0.72376	0.00315	1	0.50000	0.50000	0	
59407	401.94492	3531030416210	0.50555	0.45751	401.92496	0.01996	1092	1	0.51369	0.41222	1	0.51642	0.51020	1	0.51505	0.46121	1	0.34978	0.27535	14.32143	1.07669	1	0.58898	0.26803	13.36689	1.07669	1	0.00000	0.00000	0.00000	0.00332	0	0.02454	0.04979	0.72081	0.00317	1	0.50000	0.50000	0	
59408	401.95169	3531030483916	0.50479	0.45293	401.92496	0.02673	1092	1	0.49938	0.40612	1	0.50414	0.46303	1	0.50176	0.43458	1	0.34977	0.27535	14.36470	1.07669	1	0.58878	0.26808	13.19268	1.07669	1	0.00000	0.00000	0.00000	0.00331	0	0.02454	0.04979	0.72081	0.00327	1	0.50000	0.50000	0	
59409	401.95831	3531030550118	0.50328	0.44823	401.92496	0.03336	1092	1	0.49225	0.41165	1	0.49926	0.43780	1	0.49576	0.42472	1	0.34973	0.27540	14.51477	1.07669	1	0.58896	0.26804	13.38947	1.07669	1	0.00000	0.00000	0.00000	0.00334	0	0.02454	0.04979	0.72081	0.00316	1	0.50000	0.50000	0	
59410	401.96503	3531030617375	0.50221	0.44487	401.92496	0.04007	1092	1	0.49225	0.41165	1	0.49926	0.43780	1	0.49576	0.42472	1	0.34973	0.27540	14.51477	1.07669	1	0.58885	0.26816	13.43334	1.07669	1	0.00000	0.00000	0.00000	0.00334	0	0.02489	0.05056	0.73124	0.00321	1	0.50000	0.50000	0	
59411	401.97177	3531030684972	0.50178	0.43793	401.92496	0.04681	1092	1	0.50681	0.41701	1	0.49076	0.36171	1	0.49878	0.38936	1	0.34990	0.27535	14.58398	1.07669	1	0.58885	0.26817	13.64386	1.07669	1	0.00000	0.00000	0.00000	0.00330	0	0.02489	0.05056	0.73124	0.00319	1	0.50000	0.50000	0	
59412	401.97839	3531030751074	0.50196	0.43960	401.92496	0.05344	1092	1	0.50270	0.42417	1	0.50418	0.48179	1	0.50344	0.45298	1	0.34993	0.27538	14.58249	1.07669	1	0.58896	0.26798	13.29947	1.07669	1	0.00000	0.00000	0.00000	0.00332	0	0.02489	0.05056	0.73124	0.00317	1	0.50000	0.50000	0	
59413	401.98508	3531030817993	0.50211	0.44094	401.92496	0.06012	1092	1	0.50270	0.42417	1	0.50418	0.48179	1	0.50344	0.45298	1	0.34987	0.27568	14.83416	1.07669	1	0.58892	0.26820	13.52979	1.07669	1	0.00000	0.00000	0.00000	0.00318	0	0.02464	0.04994	0.72376	0.00318	1	0.50000	0.50000	0	
59414	401.99191	3531030886195	0.50182	0.44283	401.92496	0.06696	1092	1	0.50472	0.43246	1	0.49299	0.49105	1	0.49886	0.46175	1	0.34987	0.27545	14.56014	1.07669	1	0.58885	0.26810	13.50101	1.07669	1	0.00000	0.00000	0.00000	0.00328	0	0.02464	0.04994	0.72376	0.00321	1	0.50000	0.50000	0	
59415	401.99850	3531030952234	0.50195	0.44118	401.92496	0.07355	1092	1	0.49938	0.41512	1	0.50754	0.43097	1	0.50346	0.42304	1	0.34988	0.27543	14.62406	1.07669	1	0.58892	0.26812	13.32868	1.07669	1	0.00000	0.00000	0.00000	0.00328	0	0.02464	0.04994	0.72376	0.00330	1	0.50000	0.50000	0	
59416	402.00522	3531031019208	0.50209	0.43949	401.92496	0.08026	1092	1	0.49938	0.41512	1	0.50817	0.42315	1	0.50377	0.41914	1	0.34980	0.27532	14.38194	1.07669	1	0.58894	0.26782	13.49777	1.08696	1	0.00000	0.00000	0.00000	0.00331	0	0.02602	0.05290	0.76584	0.00320	1	0.50000	0.50000	0	
59417	402.01193	3531031086416	0.50221	0.44306	401.92496	0.08698	1092	1	0.50643	0.40631	1	0.50112	0.57267	1	0.50377	0.48949	1	0.34978	0.27534	14.28637	1.08696	1	0.58887	0.26788	13.39357	1.09724	1	0.00000	0.00000	0.00000	0.00334	0	0.02602	0.05290	0.76584	0.00318	1	0.50000	0.50000	0	
59418	402.01840	3531031151259	0.50069	0.43962	401.92496	0.09344	1092	1	0.49503	0.42687	1	0.46355	0.35615	1	0.47929	0.39151	1	0.34968	0.27556	14.50554	1.09724	1	0.58886	0.26791	13.65315	1.10751	1	0.00000	0.00000	0.00000	0.00324	0	0.02602	0.05290	0.76584	0.00320	1	0.50000	0.50000	0	
59419	402.02533	3531031220440	0.49933	0.43638	401.92496	0.10037	1092	1	0.49444	0.41932	1	0.46355	0.35615	1	0.47900	0.38774	1	0.34973	0.27564	14.73993	1.10751	1	0.58891	0.26782	13.27624	1.10751	1	0.00000	0.00000	0.00000	0.00322	0	0.02522	0.05140	0.74408	0.00317	1	0.50000	0.50000	0	
59420	402.03207	3531031287893	0.50184	0.43548	401.92496	0.10712	1092	1	0.51659	0.44817	1	0.56727	0.39409	1	0.54193	0.42113	1	0.34965	0.27553	14.68345	1.10751	1	0.58888	0.26793	13.53537	1.09724	1	0.00000	0.00000	0.00000	0.00317	0	0.02522	0.05140	0.74408	0.00312	1	0.50000	0.50000	0	
59421	402.03867	3531031353827	0.50285	0.43624	401.92496	0.11371	1092	1	0.48947	0.44355	1	0.55088	0.45461	1	0.52018	0.44908	1	0.34966	0.27554	14.59879	1.09724	1	0.58855	0.26817	13.49683	1.08696	1	0.00000	0.00000	0.00000	0.00323	0	0.02522	0.05140	0.74408	0.00313	1	0.50000	0.50000	0	
59422	402.04541	3531031421205	0.50373	0.43748	401.92496	0.12045	1092	1	0.49011	0.45093	1	0.54900	0.46860	1	0.51956	0.45977	1	0.34961	0.27553	14.53829	1.08696	1	0.58833	0.26813	13.60756	1.06779	1	0.00000	0.00000	0.00000	0.00321	0	0.02384	0.04863	0.70484	0.00317	1	0.50000	0.50000	0	
59423	402.05215	3531031488795	0.50471	0.44151	401.92496	0.12720	1092	1	0.52102	0.50200	1	0.52539	0.53414	1	0.52321	0.51807	1	0.34959	0.27554	14.64874	1.06779	1	0.58839	0.26817	13.78160	1.05889	1	0.00000	0.00000	0.00000	0.00321	0	0.02384	0.04863	0.70484	0.00315	1	0.50000	0.50000	0	
59424	402.05878	3531031554902	0.50599	0.44133	401.92496	0.13382	1092	1	0.52819	0.45949	1	0.53518	0.41625	1	0.53168	0.43787	1	0.34938	0.27568	14.86234	1.05889	1	0.58839	0.26817	13.78160	1.04999	1	0.00000	0.00000	0.00000	0.00313	0	0.02384	0.04863	0.70484	0.00315	1	0.50000	0.50000	0	
59425	402.06558	3531031622897	0.50715	0.44164	401.92496	0.14062	1092	1	0.52872	0.47264	1	0.53439	0.42342	1	0.53155	0.44803	1	0.34940	0.27577	14.86908	1.04094	1	0.58828	0.26830	14.03607	1.04094	1	-0.04052	0.04691	0.70275	0.00317	1	0.02494	0.05089	0.73912	0.00311	1	0.50000	0.50000	0	
59426	402.07214	3531031688504	0.50716	0.44359	401.92496	0.14719	1092	1	0.51613	0.50618	1	0.49826	0.46699	1	0.50720	0.48658	1	0.34931	0.27575	14.77108	1.03189	1	0.58835	0.26832	13.59203	1.04080	1	-0.04052	0.04691	0.70275	0.00321	1	0.02494	0.05089	0.73912	0.00326	1	0.50000	0.50000	0	
59427	402.07883	3531031755428	0.50724	0.44470	401.92496	0.15387	1092	1	0.51858	0.50502	1	0.49970	0.43515	1	0.50914	0.47008	1	0.34931	0.27580	14.67839	1.03175	1	0.58838	0.26815	13.77183	1.04065	1	-0.04052	0.04691	0.70275	0.00319	1	0.02494	0.05089	0.73912	0.00315	1	0.50000	0.50000	0	
59428	402.08542	3531031821272	0.50731	0.44572	401.92496	0.16046	1092	1	0.51858	0.50512	1	0.49970	0.43526	1	0.50914	0.47019	1	0.34920	0.27582	14.76616	1.03160	1	0.58836	0.26828	13.79591	1.04050	1	-0.04026	0.04648	0.69638	0.00320	1	0.02494	0.05089	0.73912	0.00325	1	0.50000	0.50000	0	
59429	402.09186	3531031885632	0.50700	0.44790	401.92496	0.16690	1092	1	0.50552	0.53055	1	0.49282	0.47457	1	0.49917	0.50256	1	0.34923	0.27592	14.99000	1.04050	1	0.58817	0.26863	13.81610	1.04050	1	-0.04026	0.04648	0.69638	0.00327	1	0.02494	0.05089	0.73912	0.00321	1	0.50000	0.50000	0	
59430	402.09879	3531031954839	0.50679	0.44839	401.92496	0.17383	1092	1	0.49378	0.48564	1	0.50859	0.43639	1	0.50119	0.46102	1	0.34912	0.27611	15.03906	1.04050	1	0.58801	0.26854	13.93562	1.04050	1	-0.04026	0.04648	0.69638	0.00331	1	0.02494	0.05089	0.73912	0.00332	1	0.50000	0.50000	0	
59431	402.10553	3531032022554	0.50660	0.44869	401.92496	0.18057	1092	1	0.49378	0.48564	1	0.50924	0.42836	1	0.50151	0.45700	1	0.34890	0.27611	14.67024	1.04050	1	0.58789	0.26870	14.06359	1.05077	1	-0.04026	0.04638	0.69638	0.00332	1	0.02529	0.05171	0.75107	0.00322	1	0.50000	0.50000	0	
59432	402.11237	3531032090686	0.50615	0.45036	401.92496	0.18741	1092	1	0.48801	0.52719	1	0.49920	0.46666	1	0.49361	0.49693	1	0.34886	0.27619	14.66898	1.05077	1	0.58789	0.26870	14.06359	1.06104	1	-0.04026	0.04638	0.69638	0.00332	1	0.02529	0.05171	0.75107	0.00322	1	0.50000	0.50000	0	
59433	402.11905	3531032157723	0.51081	0.47733	401.92496	0.18741	1092	0	0.50737	0.53033	1	0.49807	0.50939	1	0.50272	0.51986	1	0.34893	0.27608	14.56401	1.06104	1	0.58790	0.26875	14.03427	1.07132	1	-0.04026	0.04638	0.69638	0.00331	1	0.02529	0.05171	0.75107	0.00327	1	0.50000	0.50000	0	
59434	402.12561	3531032223227	0.50664	0.49689	401.92496	0.18741	1092	0	0.50687	0.52352	1	0.49807	0.50939	1	0.50247	0.51645	1	0.34901	0.27613	14.44289	1.07132	1	0.58825	0.26860	13.52193	1.07132	1	-0.04026	0.04638	0.69638	0.00332	1	0.02494	0.05089	0.73912	0.00329	1	0.50000	0.50000	0	
59435	402.13245	3531032291704	0.50497	0.49358	401.92496	0.18741	1092	0	0.51804	0.54737	1	0.48523	0.42657	1	0.50163	0.48697	1	0.34913	0.27623	15.08768	1.07132	1	0.58826	0.26860	13.51742	1.06104	1	-0.04026	0.04638	0.69638	0.00332	1	0.02494	0.05089	0.73912	0.00332	1	0.50000	0.50000	0	
59436	402.13947	3531032361741	0.50504	0.48773	402.11905	0.02042	1093	1	0.51732	0.46806	1	0.49314	0.47225	1	0.50523	0.47016	1	0.34920	0.27628	14.69203	1.06104	1	0.58829	0.26869	13.52663	1.05077	1	-0.04026	0.04638	0.69638	0.00333	1	0.02494	0.05089	0.73912	0.00331	1	0.50000	0.50000	0	
59437	402.14600	3531032427114	0.50503	0.48505	402.11905	0.02695	1093	1	0.51737	0.46894	1	0.49264	0.47976	1	0.50501	0.47435	1	0.34925	0.27621	14.58059	1.05982	1	0.58835	0.26862	13.57236	1.04065	1	0.00000	0.00000	0.00000	0.00334	0	0.02384	0.04853	0.70484	0.00331	1	0.50000	0.50000	0	
59438	402.15277	3531032494683	0.50648	0.48232	402.11905	0.03372	1093	1	0.52100	0.46300	1	0.50643	0.47429	1	0.51372	0.46865	1	0.34920	0.27623	14.67789	1.04970	1	0.58834	0.26844	13.55954	1.04080	1	0.00000	0.00000	0.00000	0.00335	0	0.02384	0.04853	0.70484	0.00340	1	0.50000	0.50000	0	
59439	402.15912	3531032558401	0.50617	0.48137	402.11905	0.04007	1093	1	0.50903	0.51633	1	0.49960	0.43501	1	0.50431	0.47567	1	0.34925	0.27633	15.00672	1.04984	1	0.58835	0.26862	13.57236	1.04094	1	0.00000	0.00000	0.00000	0.00330	0	0.02384	0.04853	0.70484	0.00331	1	0.50000	0.50000	0	
59440	402.16608	3531032627817	0.50596	0.48104	402.11905	0.04703	1093	1	0.50945	0.52242	1	0.49960	0.43501	1	0.50452	0.47871	1	0.34922	0.27628	15.17549	1.04094	1	0.58824	0.26870	13.71996	1.04094	1	-0.04026	0.04638	0.69638	0.00330	1	0.02494	0.05089	0.73912	0.00329	1	0.50000	0.50000	0	
59441	402.17255	3531032692596	0.50558	0.48165	402.11905	0.05350	1093	1	0.50647	0.52755	1	0.49857	0.44549	1	0.50252	0.48652	1	0.34919	0.27618	15.09686	1.03189	1	0.58829	0.26839	13.39663	1.04079	1	-0.04026	0.04638	0.69638	0.00328	1	0.02494	0.05089	0.73912	0.00337	1	0.50000	0.50000	0	
59442	402.17944	3531032761571	0.50601	0.48399	402.11905	0.06039	1093	1	0.51674	0.53341	1	0.50292	0.47672	1	0.50983	0.50507	1	0.34907	0.27619	15.04904	1.03175	1	0.58831	0.26843	13.52593	1.04065	1	-0.04026	0.04638	0.69638	0.00333	1	0.02494	0.05089	0.73912	0.00339	1	0.50000	0.50000	0	
59443	402.18604	3531032827452	0.50635	0.48591	402.11905	0.06699	1093	1	0.51675	0.53351	1	0.50292	0.47683	1	0.50983	0.50517	1	0.34921	0.27610	15.22978	1.03160	1	0.58832	0.26845	13.51004	1.04050	1	-0.03989	0.04612	0.69177	0.00333	1	0.02494	0.05089	0.73912	0.00339	1	0.50000	0.50000	0	
59444	402.19272	3531032894179	0.50705	0.48640	402.11905	0.07367	1093	1	0.52192	0.53074	1	0.50744	0.45283	1	0.51468	0.49178	1	0.34923	0.27613	15.04128	1.04050	1	0.58830	0.26855	13.60495	1.04050	1	-0.03989	0.04612	0.69177	0.00334	1	0.02494	0.05089	0.73912	0.00328	1	0.50000	0.50000	0	
59445	402.19962	3531032963339	0.50771	0.48861	402.11905	0.08057	1093	1	0.52127	0.56978	1	0.51013	0.46054	1	0.51570	0.51516	1	0.34922	0.27611	15.29636	1.04050	1	0.58831	0.26866	13.91167	1.04050	1	-0.03989	0.04612	0.69177	0.00326	1	0.02494	0.05089	0.73912	0.00327	1	0.50000	0.50000	0	
59446	402.20615	3531033028483	0.50827	0.49030	402.11905	0.08710	1093	1	0.52094	0.56400	1	0.51014	0.46043	1	0.51554	0.51222	1	0.34941	0.27597	15.10948	1.04955	1	0.58848	0.26855	13.82932	1.04065	1	0.00000	0.00000	0.00000	0.00325	0	0.02384	0.04853	0.70484	0.00325	1	0.50000	0.50000	0	
59447	402.21277	3531033094796	0.50951	0.48904	402.11905	0.09372	1093	1	0.53950	0.49212	1	0.51407	0.45076	1	0.52679	0.47144	1	0.34943	0.27595	14.87906	1.04970	1	0.58848	0.26855	13.82932	1.04079	1	0.00000	0.00000	0.00000	0.00324	0	0.02384	0.04853	0.70484	0.00325	1	0.50000	0.50000	0	
59448	402.21960	3531033163004	0.51050	0.49054	402.11905	0.10056	1093	1	0.52819	0.52976	1	0.52249	0.49630	1	0.52534	0.51303	1	0.34939	0.27585	14.75632	1.04984	1	0.58846	0.26849	13.86543	1.04094	1	0.00000	0.00000	0.00000	0.00318	0	0.02384	0.04853	0.70484	0.00317	1	0.50000	0.50000	0	
59449	402.22614	3531033228521	0.51137	0.49186	402.11905	0.10709	1093	1	0.52819	0.52967	1	0.52250	0.49620	1	0.52534	0.51293	1	0.34928	0.27587	14.87451	1.04999	1	0.58839	0.26832	13.58868	1.04109	1	0.00000	0.00000	0.00000	0.00318	0	0.02384	0.04853	0.70484	0.00335	1	0.50000	0.50000	0	
59450	402.23276	3531033294544	0.51121	0.49149	402.11905	0.11371	1093	1	0.52224	0.52338	1	0.49492	0.44694	1	0.50858	0.48516	1	0.34926	0.27583	14.92505	1.04109	1	0.58835	0.26826	13.72605	1.04109	1	0.00000	0.00000	0.00000	0.00319	0	0.02384	0.04853	0.70484	0.00327	1	0.50000	0.50000	0	
